measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Micronesia (Federated States of),Female,All Ages,Substance use disorders,Percent,1990,0.008919526625960588,0.011197453172216229,0.007304551762616678
Prevalence,Micronesia (Federated States of),Both,All Ages,Substance use disorders,Percent,1990,0.012802820287030506,0.015841735435504184,0.01054184749982172
Prevalence,Czechia,Male,All Ages,Substance use disorders,Percent,1990,0.038992380809791755,0.044945530630056844,0.03366785177062403
Prevalence,Czechia,Female,All Ages,Substance use disorders,Percent,1990,0.025721693476634208,0.030064211922230435,0.0217364085492937
Prevalence,Czechia,Both,All Ages,Substance use disorders,Percent,1990,0.03206645014204125,0.03657778142374833,0.02796854885039981
Prevalence,France,Male,All Ages,Substance use disorders,Percent,1990,0.04919149578827917,0.05656313750702526,0.042798699482246454
Prevalence,France,Female,All Ages,Substance use disorders,Percent,1990,0.020405371026424375,0.02368347755823505,0.01776316410426877
Prevalence,France,Both,All Ages,Substance use disorders,Percent,1990,0.03412621064558445,0.038755853888915365,0.030068178420630413
Prevalence,United Arab Emirates,Male,All Ages,Substance use disorders,Percent,1990,0.01621309215712654,0.019087846230461517,0.013578627813378711
Prevalence,United Arab Emirates,Female,All Ages,Substance use disorders,Percent,1990,0.006944168645757212,0.008503925414048276,0.005707524077771606
Prevalence,United Arab Emirates,Both,All Ages,Substance use disorders,Percent,1990,0.012926926886264515,0.01514169307738671,0.010831208637827699
Prevalence,Kazakhstan,Male,All Ages,Substance use disorders,Percent,1990,0.05622185697765575,0.06517986881519854,0.04541820908724048
Prevalence,Kazakhstan,Female,All Ages,Substance use disorders,Percent,1990,0.019117014781590506,0.022471668839914985,0.016171002447210852
Prevalence,Kazakhstan,Both,All Ages,Substance use disorders,Percent,1990,0.03680212708940006,0.04213784932172191,0.03073013736222666
Prevalence,Andorra,Male,All Ages,Substance use disorders,Percent,2005,0.05266745949873159,0.061020168172970984,0.045314474154331146
Prevalence,Andorra,Female,All Ages,Substance use disorders,Percent,2005,0.01882200858388215,0.02229829611592125,0.015885660100470836
Prevalence,Andorra,Both,All Ages,Substance use disorders,Percent,2005,0.036100342688346776,0.04163204674211206,0.03112587668313084
Prevalence,South Sudan,Male,All Ages,Substance use disorders,Percent,1990,0.02022163913251045,0.024260780073115697,0.016681064395317868
Prevalence,South Sudan,Female,All Ages,Substance use disorders,Percent,1990,0.007711632821252764,0.009437538276279954,0.00633112489502815
Prevalence,South Sudan,Both,All Ages,Substance use disorders,Percent,1990,0.01430337024090795,0.017140571166338193,0.011869950701238743
Prevalence,Singapore,Male,All Ages,Substance use disorders,Percent,1990,0.022620448789616682,0.027122445855197148,0.018808341766149834
Prevalence,Singapore,Female,All Ages,Substance use disorders,Percent,1990,0.013334812069692857,0.016344379808789253,0.010994180179494972
Prevalence,Singapore,Both,All Ages,Substance use disorders,Percent,1990,0.017919144889638212,0.021436556931627566,0.014978857117349751
Prevalence,Brazil,Male,All Ages,Substance use disorders,Percent,1990,0.052293376992610406,0.059453027660214534,0.045959621452576475
Prevalence,Brazil,Female,All Ages,Substance use disorders,Percent,1990,0.02101598293190193,0.024321421416250117,0.018173828691588192
Prevalence,Brazil,Both,All Ages,Substance use disorders,Percent,1990,0.03627276174407061,0.04136346841307781,0.03181288253434072
Prevalence,Hungary,Male,All Ages,Substance use disorders,Percent,1990,0.04733677718789739,0.05393012859084054,0.04058931080932428
Prevalence,Hungary,Female,All Ages,Substance use disorders,Percent,1990,0.030142562856488902,0.03539581813531398,0.0250110647443763
Prevalence,Hungary,Both,All Ages,Substance use disorders,Percent,1990,0.03829254058443261,0.04285781890682919,0.033449788996742384
Prevalence,Eritrea,Male,All Ages,Substance use disorders,Percent,1990,0.02332665862623186,0.02806316453551578,0.0192449558223656
Prevalence,Eritrea,Female,All Ages,Substance use disorders,Percent,1990,0.00764718505692017,0.0093949952230001,0.006368115275043065
Prevalence,Eritrea,Both,All Ages,Substance use disorders,Percent,1990,0.01543968446932853,0.018510718832392904,0.012832253256802574
Prevalence,Angola,Male,All Ages,Substance use disorders,Percent,1990,0.017527947473642166,0.02048858799354202,0.014566157103248269
Prevalence,Angola,Female,All Ages,Substance use disorders,Percent,1990,0.007457341328677813,0.008889013611078907,0.006181636944991325
Prevalence,Angola,Both,All Ages,Substance use disorders,Percent,1990,0.012521786889864628,0.014672577670098512,0.01046022084810847
Prevalence,China,Male,All Ages,Substance use disorders,Percent,1990,0.030601277670188935,0.03513023936652336,0.026782273124712475
Prevalence,China,Female,All Ages,Substance use disorders,Percent,1990,0.010646715672888416,0.012163242077366623,0.009307637279363087
Prevalence,China,Both,All Ages,Substance use disorders,Percent,1990,0.0208308049359417,0.023669060711329824,0.018426143500395932
Prevalence,Colombia,Male,All Ages,Substance use disorders,Percent,1990,0.040068948396475006,0.049301481698434214,0.032808968122224794
Prevalence,Colombia,Female,All Ages,Substance use disorders,Percent,1990,0.014112238566779733,0.01713033130469479,0.01171632170065033
Prevalence,Colombia,Both,All Ages,Substance use disorders,Percent,1990,0.026770034490580102,0.032529823573317206,0.022209006576554714
Prevalence,Myanmar,Male,All Ages,Substance use disorders,Percent,1990,0.01816084875674466,0.02177826426975486,0.015023388652416585
Prevalence,Myanmar,Female,All Ages,Substance use disorders,Percent,1990,0.0062624917795366195,0.007428465570651703,0.005226104809442132
Prevalence,Myanmar,Both,All Ages,Substance use disorders,Percent,1990,0.01213203517818405,0.014305900018954654,0.010218738976562922
Prevalence,Latvia,Male,All Ages,Substance use disorders,Percent,1990,0.057495329045928474,0.06661954646356144,0.05004027934992679
Prevalence,Latvia,Female,All Ages,Substance use disorders,Percent,1990,0.02437551333853832,0.02741887077290113,0.021030368693322234
Prevalence,Latvia,Both,All Ages,Substance use disorders,Percent,1990,0.03950955699448256,0.04430418511490864,0.035035246293285485
Prevalence,Papua New Guinea,Male,All Ages,Substance use disorders,Percent,1990,0.017614781249695146,0.022284448911227585,0.014264980978558509
Prevalence,Papua New Guinea,Female,All Ages,Substance use disorders,Percent,1990,0.00852364225794992,0.010607487799285956,0.006858740013774606
Prevalence,Papua New Guinea,Both,All Ages,Substance use disorders,Percent,1990,0.013231544867888132,0.016423997476617994,0.010757968866168525
Prevalence,Lebanon,Male,All Ages,Substance use disorders,Percent,1990,0.009959522644528101,0.011712233859856078,0.008595290983084572
Prevalence,Lebanon,Female,All Ages,Substance use disorders,Percent,1990,0.006138751194618448,0.00723931453798804,0.005216182554960718
Prevalence,Lebanon,Both,All Ages,Substance use disorders,Percent,1990,0.008027599888614513,0.009272307035688451,0.006947878650987474
Prevalence,Kyrgyzstan,Male,All Ages,Substance use disorders,Percent,1990,0.055343947546597674,0.06588800552540125,0.04650874406129779
Prevalence,Kyrgyzstan,Female,All Ages,Substance use disorders,Percent,1990,0.019429353081289673,0.02298125682406413,0.01639035408632847
Prevalence,Kyrgyzstan,Both,All Ages,Substance use disorders,Percent,1990,0.036715839796327,0.0428953024968164,0.03135340885532163
Prevalence,Yemen,Male,All Ages,Substance use disorders,Percent,1990,0.006550850586117055,0.00792659453954624,0.005315667729848901
Prevalence,Yemen,Female,All Ages,Substance use disorders,Percent,1990,0.0033412729309084577,0.004047841449528586,0.002717262093112365
Prevalence,Yemen,Both,All Ages,Substance use disorders,Percent,1990,0.004963127547564896,0.005967547396574067,0.004101717190957332
Prevalence,United States of America,Male,All Ages,Substance use disorders,Percent,1990,0.07290999223195938,0.08156447493082707,0.06526547487187417
Prevalence,United States of America,Female,All Ages,Substance use disorders,Percent,1990,0.037843528849332106,0.04249533503910471,0.03382075296913829
Prevalence,United States of America,Both,All Ages,Substance use disorders,Percent,1990,0.05477051809355892,0.06131721805318646,0.049062803813849636
Prevalence,Germany,Male,All Ages,Substance use disorders,Percent,1990,0.05785021746805428,0.06644361165375227,0.04976327828001963
Prevalence,Germany,Female,All Ages,Substance use disorders,Percent,1990,0.018082817346184794,0.02048413202805484,0.015719583052666092
Prevalence,Germany,Both,All Ages,Substance use disorders,Percent,1990,0.036852954478518926,0.04150688570266026,0.03203879096265279
Prevalence,Cameroon,Male,All Ages,Substance use disorders,Percent,1990,0.008475565265690474,0.009656633171297788,0.007294654412110599
Prevalence,Cameroon,Female,All Ages,Substance use disorders,Percent,1990,0.005651136574618416,0.006763137736024619,0.00471014212344579
Prevalence,Cameroon,Both,All Ages,Substance use disorders,Percent,1990,0.007037910061900566,0.00811249255432043,0.006064601766544582
Prevalence,Niger,Male,All Ages,Substance use disorders,Percent,1990,0.00629536839317078,0.007370873225007062,0.005344134251055144
Prevalence,Niger,Female,All Ages,Substance use disorders,Percent,1990,0.0045264488827572846,0.005549400335980125,0.003723345175226465
Prevalence,Niger,Both,All Ages,Substance use disorders,Percent,1990,0.0054005000119095505,0.006373250409161988,0.004575151554585421
Prevalence,Zambia,Male,All Ages,Substance use disorders,Percent,1990,0.02096427210139986,0.024749763879713834,0.01772557769915265
Prevalence,Zambia,Female,All Ages,Substance use disorders,Percent,1990,0.008526056279676886,0.010092706057676896,0.0071349192757944515
Prevalence,Zambia,Both,All Ages,Substance use disorders,Percent,1990,0.014616986352578725,0.017158785156275086,0.012518028748242982
Prevalence,Guyana,Male,All Ages,Substance use disorders,Percent,1990,0.029793370437632603,0.03455867975046633,0.025129487369705723
Prevalence,Guyana,Female,All Ages,Substance use disorders,Percent,1990,0.014313445525542118,0.017150563539839264,0.011954958455435035
Prevalence,Guyana,Both,All Ages,Substance use disorders,Percent,1990,0.021943964012340597,0.025567032371204678,0.018732913455784855
Prevalence,Bosnia and Herzegovina,Male,All Ages,Substance use disorders,Percent,2005,0.037606829227151764,0.042355728409480466,0.03299258703187001
Prevalence,Bosnia and Herzegovina,Female,All Ages,Substance use disorders,Percent,2005,0.02165079666440651,0.025422574020852046,0.0183064179150442
Prevalence,Bosnia and Herzegovina,Both,All Ages,Substance use disorders,Percent,2005,0.029471129232833945,0.03334017100141458,0.025744174670177342
Prevalence,Burkina Faso,Male,All Ages,Substance use disorders,Percent,1990,0.0060064867363254296,0.007077945731159518,0.0050801108315037535
Prevalence,Burkina Faso,Female,All Ages,Substance use disorders,Percent,1990,0.00494252052221665,0.006013721778281466,0.00404963403248679
Prevalence,Burkina Faso,Both,All Ages,Substance use disorders,Percent,1990,0.005454580492300934,0.006471995988566952,0.004593561115617692
Prevalence,Portugal,Male,All Ages,Substance use disorders,Percent,1990,0.06884618913920251,0.07904353753173445,0.05861947657130897
Prevalence,Portugal,Female,All Ages,Substance use disorders,Percent,1990,0.012050682296352547,0.014086447382759743,0.010250071498235879
Prevalence,Portugal,Both,All Ages,Substance use disorders,Percent,1990,0.03876154587606146,0.04430186162421288,0.03334848511797489
Prevalence,Slovakia,Male,All Ages,Substance use disorders,Percent,2005,0.03983533775271234,0.045624297788618276,0.03429090244944908
Prevalence,Slovakia,Female,All Ages,Substance use disorders,Percent,2005,0.02589474902217804,0.030275308119709486,0.021804219159259897
Prevalence,Slovakia,Both,All Ages,Substance use disorders,Percent,2005,0.0325595590795119,0.036772838788609465,0.028359587929961582
Prevalence,Northern Mariana Islands,Male,All Ages,Substance use disorders,Percent,1990,0.028215193949976736,0.03355654041881491,0.023590793750709525
Prevalence,Northern Mariana Islands,Female,All Ages,Substance use disorders,Percent,1990,0.013198798017500984,0.016161799360064157,0.010812301205101436
Prevalence,Northern Mariana Islands,Both,All Ages,Substance use disorders,Percent,1990,0.020976021203006418,0.024831137283196546,0.01757094855848255
Prevalence,Uruguay,Male,All Ages,Substance use disorders,Percent,2005,0.04019836386686478,0.04505411863936389,0.035955277365756794
Prevalence,Uruguay,Female,All Ages,Substance use disorders,Percent,2005,0.01834205329886417,0.02093214224023607,0.016197782698677526
Prevalence,Uruguay,Both,All Ages,Substance use disorders,Percent,2005,0.028677340461262437,0.0320543696643567,0.025711387870113966
Prevalence,Chile,Male,All Ages,Substance use disorders,Percent,2005,0.06294082736526907,0.0701884430676574,0.056042928731708054
Prevalence,Chile,Female,All Ages,Substance use disorders,Percent,2005,0.02982408633541315,0.03439803752162827,0.025869554893962733
Prevalence,Chile,Both,All Ages,Substance use disorders,Percent,2005,0.04581984362201347,0.050747620443987694,0.04093929726260341
Prevalence,Costa Rica,Male,All Ages,Substance use disorders,Percent,1990,0.03345473079401589,0.039806260904567764,0.02759662142082393
Prevalence,Costa Rica,Female,All Ages,Substance use disorders,Percent,1990,0.011388864294312233,0.014057174398102595,0.009206763702579739
Prevalence,Costa Rica,Both,All Ages,Substance use disorders,Percent,1990,0.0222874771236862,0.026221189442483056,0.018517817547422585
Prevalence,Slovenia,Male,All Ages,Substance use disorders,Percent,2005,0.04634048066489848,0.052914096639259785,0.03976694758297564
Prevalence,Slovenia,Female,All Ages,Substance use disorders,Percent,2005,0.029189838637714367,0.034158856128663984,0.024695245288929257
Prevalence,Slovenia,Both,All Ages,Substance use disorders,Percent,2005,0.03747339917606324,0.04206991945153339,0.03270904647301795
Prevalence,Paraguay,Male,All Ages,Substance use disorders,Percent,1990,0.034832896330573536,0.04121480359942437,0.029480012799588562
Prevalence,Paraguay,Female,All Ages,Substance use disorders,Percent,1990,0.018946979263028966,0.02302735676169959,0.015381090790421163
Prevalence,Paraguay,Both,All Ages,Substance use disorders,Percent,1990,0.02682439706212333,0.031790961690846144,0.022690819058622653
Prevalence,Ethiopia,Male,All Ages,Substance use disorders,Percent,1990,0.029386311930367923,0.03355869147984382,0.025362882385580838
Prevalence,Ethiopia,Female,All Ages,Substance use disorders,Percent,1990,0.007005676833531128,0.008059981754817133,0.006037292817392672
Prevalence,Ethiopia,Both,All Ages,Substance use disorders,Percent,1990,0.01820791126406016,0.020830144741593438,0.015868056300126738
Prevalence,Democratic People's Republic of Korea,Male,All Ages,Substance use disorders,Percent,1990,0.01733553898559398,0.02012143689426741,0.014789537864185121
Prevalence,Democratic People's Republic of Korea,Female,All Ages,Substance use disorders,Percent,1990,0.008469161173897694,0.009801745836083554,0.007203231228549655
Prevalence,Democratic People's Republic of Korea,Both,All Ages,Substance use disorders,Percent,1990,0.012603364869055568,0.014454187884261784,0.010860654192937956
Prevalence,Botswana,Male,All Ages,Substance use disorders,Percent,1990,0.03372740198241029,0.039477737075401385,0.027996848081432744
Prevalence,Botswana,Female,All Ages,Substance use disorders,Percent,1990,0.008836118112239985,0.010507298677783572,0.007468654832799288
Prevalence,Botswana,Both,All Ages,Substance use disorders,Percent,1990,0.020621126683379707,0.023971699523680886,0.01735080346809309
Prevalence,Lao People's Democratic Republic,Male,All Ages,Substance use disorders,Percent,2005,0.01812169734629838,0.021734862989021577,0.014962503219895777
Prevalence,Lao People's Democratic Republic,Female,All Ages,Substance use disorders,Percent,2005,0.00681798713347282,0.008292224058767388,0.005676664399249253
Prevalence,Lao People's Democratic Republic,Both,All Ages,Substance use disorders,Percent,2005,0.012415597978576503,0.014747414412410053,0.010377756537045507
Prevalence,Luxembourg,Male,All Ages,Substance use disorders,Percent,2005,0.05777340206927922,0.0667183098403214,0.04975691859925608
Prevalence,Luxembourg,Female,All Ages,Substance use disorders,Percent,2005,0.02217147545070345,0.025126154413082632,0.019502140900650028
Prevalence,Luxembourg,Both,All Ages,Substance use disorders,Percent,2005,0.03935087641387118,0.04459265242566852,0.03447317050463486
Prevalence,Kenya,Male,All Ages,Substance use disorders,Percent,1990,0.00817459603069618,0.009438605859905925,0.007161826894773036
Prevalence,Kenya,Female,All Ages,Substance use disorders,Percent,1990,0.006370889906324349,0.007387576651871534,0.0055526540901480815
Prevalence,Kenya,Both,All Ages,Substance use disorders,Percent,1990,0.007258470188834215,0.008404397830425377,0.006358722681098874
Prevalence,Central African Republic,Male,All Ages,Substance use disorders,Percent,1990,0.0178297008263863,0.020912688852581098,0.015016161469098972
Prevalence,Central African Republic,Female,All Ages,Substance use disorders,Percent,1990,0.007820045360509259,0.009314116666963853,0.006486635127160011
Prevalence,Central African Republic,Both,All Ages,Substance use disorders,Percent,1990,0.012729817455571273,0.014903870872371838,0.010723922889779651
Prevalence,Lithuania,Male,All Ages,Substance use disorders,Percent,1990,0.05532716077289976,0.06226725234805527,0.04930714749241
Prevalence,Lithuania,Female,All Ages,Substance use disorders,Percent,1990,0.021353923306974477,0.024519973281484447,0.01840004373612882
Prevalence,Lithuania,Both,All Ages,Substance use disorders,Percent,1990,0.03715082199214346,0.041332912883551697,0.03340834411449977
Prevalence,Libya,Male,All Ages,Substance use disorders,Percent,1990,0.010175158554204,0.012013505573860314,0.008623920794489643
Prevalence,Libya,Female,All Ages,Substance use disorders,Percent,1990,0.004694683572359043,0.005542138659405258,0.003974768178045577
Prevalence,Libya,Both,All Ages,Substance use disorders,Percent,1990,0.007499652102561232,0.008723335494376767,0.006425209284540513
Prevalence,Greece,Male,All Ages,Substance use disorders,Percent,1990,0.03407091127692364,0.0409269902437401,0.028669175995614936
Prevalence,Greece,Female,All Ages,Substance use disorders,Percent,1990,0.013098500177778657,0.01582044649044074,0.010805760117545958
Prevalence,Greece,Both,All Ages,Substance use disorders,Percent,1990,0.023230035181585482,0.027874096152794424,0.019596587437180985
Prevalence,Zimbabwe,Male,All Ages,Substance use disorders,Percent,2005,0.032543573324698157,0.03859533903307387,0.026909833295331743
Prevalence,Zimbabwe,Female,All Ages,Substance use disorders,Percent,2005,0.009614345642680744,0.011589117246539958,0.007991226669974243
Prevalence,Zimbabwe,Both,All Ages,Substance use disorders,Percent,2005,0.020542830980650705,0.024105565296433505,0.017168802250750907
Prevalence,Iran (Islamic Republic of),Male,All Ages,Substance use disorders,Percent,2005,0.01838324829911173,0.021040469849494314,0.0161411978716347
Prevalence,Iran (Islamic Republic of),Female,All Ages,Substance use disorders,Percent,2005,0.0071152706528171215,0.008396070248308773,0.006135471549436883
Prevalence,Iran (Islamic Republic of),Both,All Ages,Substance use disorders,Percent,2005,0.012767882539110995,0.014725467235705643,0.011184883230722682
Prevalence,Belgium,Male,All Ages,Substance use disorders,Percent,2005,0.05704078813687118,0.06501800092536358,0.05025579652283356
Prevalence,Belgium,Female,All Ages,Substance use disorders,Percent,2005,0.017397746624141987,0.01970419967685852,0.015389028977423228
Prevalence,Belgium,Both,All Ages,Substance use disorders,Percent,2005,0.03631815614072701,0.04099444418949239,0.03246461759067713
Prevalence,Dominica,Male,All Ages,Substance use disorders,Percent,2005,0.04166343802316508,0.0489219309051699,0.035135791404199805
Prevalence,Dominica,Female,All Ages,Substance use disorders,Percent,2005,0.01856945661487739,0.02186856676846171,0.01576681652869812
Prevalence,Dominica,Both,All Ages,Substance use disorders,Percent,2005,0.03009540226306227,0.03484780474509013,0.025620946084935026
Prevalence,Cabo Verde,Male,All Ages,Substance use disorders,Percent,1990,0.008374555475905049,0.009699954366430664,0.007173172146854219
Prevalence,Cabo Verde,Female,All Ages,Substance use disorders,Percent,1990,0.0055136572995113245,0.006610509380372495,0.004604023303686617
Prevalence,Cabo Verde,Both,All Ages,Substance use disorders,Percent,1990,0.006855387770970454,0.007996533127576118,0.005928804681354553
Prevalence,Fiji,Male,All Ages,Substance use disorders,Percent,2005,0.017975180552696323,0.022573230155749954,0.014530491904026355
Prevalence,Fiji,Female,All Ages,Substance use disorders,Percent,2005,0.009728459064729899,0.011939196517965671,0.0079552584707871
Prevalence,Fiji,Both,All Ages,Substance use disorders,Percent,2005,0.013897660817202527,0.017223475678583407,0.011437846614530307
Prevalence,Madagascar,Male,All Ages,Substance use disorders,Percent,1990,0.01982578151770869,0.024007508897377232,0.016395662401063875
Prevalence,Madagascar,Female,All Ages,Substance use disorders,Percent,1990,0.007569619662870232,0.00915448238069898,0.006184386739278745
Prevalence,Madagascar,Both,All Ages,Substance use disorders,Percent,1990,0.013666694647328866,0.016419536877626033,0.011369675559415524
Prevalence,Bolivia (Plurinational State of),Male,All Ages,Substance use disorders,Percent,2005,0.021992274054865195,0.024827503973451657,0.01930385928731137
Prevalence,Bolivia (Plurinational State of),Female,All Ages,Substance use disorders,Percent,2005,0.013994433526078641,0.016188458914357388,0.011970184502280518
Prevalence,Bolivia (Plurinational State of),Both,All Ages,Substance use disorders,Percent,2005,0.017943544838386758,0.02027821865546737,0.015741483767049227
Prevalence,Burundi,Male,All Ages,Substance use disorders,Percent,2005,0.01978092389538233,0.02397702186483412,0.016399017056107
Prevalence,Burundi,Female,All Ages,Substance use disorders,Percent,2005,0.007374525977011879,0.009049669468616335,0.0060712299095326
Prevalence,Burundi,Both,All Ages,Substance use disorders,Percent,2005,0.013423289057407108,0.01609828938702743,0.01113600831429929
Prevalence,Guinea-Bissau,Male,All Ages,Substance use disorders,Percent,2005,0.0076900544464722975,0.008979205972179978,0.0065225305543511755
Prevalence,Guinea-Bissau,Female,All Ages,Substance use disorders,Percent,2005,0.005372039263131587,0.006506119771177802,0.004408195214641184
Prevalence,Guinea-Bissau,Both,All Ages,Substance use disorders,Percent,2005,0.006495091900364385,0.007636823619749922,0.0055065310088866
Prevalence,Seychelles,Male,All Ages,Substance use disorders,Percent,2005,0.027325794984952394,0.03269072818958309,0.02299335503885891
Prevalence,Seychelles,Female,All Ages,Substance use disorders,Percent,2005,0.010567064954861385,0.012870339264774825,0.00865348811144278
Prevalence,Seychelles,Both,All Ages,Substance use disorders,Percent,2005,0.01895518703047465,0.022612519818769612,0.01601260109503882
Prevalence,Saudi Arabia,Male,All Ages,Substance use disorders,Percent,2005,0.010604756736389793,0.012903380726013623,0.008691660673542044
Prevalence,Saudi Arabia,Female,All Ages,Substance use disorders,Percent,2005,0.005873849374340365,0.0071388154120485495,0.0048732397257718295
Prevalence,Saudi Arabia,Both,All Ages,Substance use disorders,Percent,2005,0.008482714608320797,0.010148451102164405,0.007091503536041896
Prevalence,Nicaragua,Male,All Ages,Substance use disorders,Percent,2005,0.04447513150801268,0.05244570253881386,0.0375901511277895
Prevalence,Nicaragua,Female,All Ages,Substance use disorders,Percent,2005,0.011341179118041698,0.013583592086230351,0.00939740168716758
Prevalence,Nicaragua,Both,All Ages,Substance use disorders,Percent,2005,0.027391884592596737,0.0317655600143324,0.023544776326902113
Prevalence,Malta,Male,All Ages,Substance use disorders,Percent,2005,0.04081390521221826,0.04712731026755956,0.03525375131400194
Prevalence,Malta,Female,All Ages,Substance use disorders,Percent,2005,0.016160275080876516,0.018784999455573347,0.014019830745465162
Prevalence,Malta,Both,All Ages,Substance use disorders,Percent,2005,0.028099781525815694,0.03238888082163464,0.024451729129924445
Prevalence,Philippines,Male,All Ages,Substance use disorders,Percent,1990,0.02244361378370188,0.025674504886532737,0.019635693323988613
Prevalence,Philippines,Female,All Ages,Substance use disorders,Percent,1990,0.006765299060518624,0.008006956186005871,0.0057028050917351655
Prevalence,Philippines,Both,All Ages,Substance use disorders,Percent,1990,0.014612602114126565,0.016691671326305713,0.012826661629448422
Prevalence,Eswatini,Male,All Ages,Substance use disorders,Percent,2005,0.041266384678097,0.04832003339041353,0.03480216388433578
Prevalence,Eswatini,Female,All Ages,Substance use disorders,Percent,2005,0.010480366457554426,0.01228972033284736,0.0088736016356842
Prevalence,Eswatini,Both,All Ages,Substance use disorders,Percent,2005,0.02493218372425072,0.02878568147779666,0.021246740277852512
Prevalence,Guatemala,Male,All Ages,Substance use disorders,Percent,1990,0.05831615092036182,0.07048992361968195,0.048011690502288144
Prevalence,Guatemala,Female,All Ages,Substance use disorders,Percent,1990,0.015138209601710965,0.01785408806022938,0.012521565829265275
Prevalence,Guatemala,Both,All Ages,Substance use disorders,Percent,1990,0.03639281998246059,0.04303742459428856,0.030686041887981245
Prevalence,Guinea,Male,All Ages,Substance use disorders,Percent,2005,0.006457987752253753,0.0075352716618105765,0.005485393274858384
Prevalence,Guinea,Female,All Ages,Substance use disorders,Percent,2005,0.004928806504538497,0.005928766959484648,0.004070681574271164
Prevalence,Guinea,Both,All Ages,Substance use disorders,Percent,2005,0.0056654754285615245,0.006620404692021346,0.0048057854218975906
Prevalence,Malawi,Male,All Ages,Substance use disorders,Percent,1990,0.019538114390802833,0.023482125735726354,0.015983428435997662
Prevalence,Malawi,Female,All Ages,Substance use disorders,Percent,1990,0.007538853380097178,0.009180078470462715,0.006197238059759269
Prevalence,Malawi,Both,All Ages,Substance use disorders,Percent,1990,0.0133863446255533,0.01604264469837013,0.011017631644214126
Prevalence,Panama,Male,All Ages,Substance use disorders,Percent,2005,0.03233223829970938,0.038702242822467973,0.026874641689776185
Prevalence,Panama,Female,All Ages,Substance use disorders,Percent,2005,0.01219750367584637,0.014635001793322187,0.010077646971097228
Prevalence,Panama,Both,All Ages,Substance use disorders,Percent,2005,0.022162558729246648,0.02648120842209267,0.018569606710888333
Prevalence,Nigeria,Male,All Ages,Substance use disorders,Percent,1990,0.007456413493860649,0.008435641652067801,0.006619327311145807
